,Name,Location,Cuisine,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue
5274,Restaurant 5274,Downtown,Mexican,3.3,79,32.25,5925,66356,1,445,229.0141899577291,3.4,3.3,Yes,27,20,576918.3
5275,Restaurant 5275,Suburban,Italian,4.4,53,52.87,2958,34912,4,252,270.7803056376855,7.1,1.3,No,41,48,633254.12
5276,Restaurant 5276,Suburban,Japanese,3.2,60,66.89,2940,28424,11,269,244.13686343304585,7.3,8.5,No,27,11,906745.62
5277,Restaurant 5277,Downtown,Indian,4.9,80,31.23,2940,38427,10,740,79.27290335696028,8.8,6.2,No,11,7,573023.09
5278,Restaurant 5278,Rural,Mexican,4.7,40,26.68,4165,51286,13,468,283.7435067329604,10.0,5.4,Yes,24,20,265338.52
5279,Restaurant 5279,Suburban,French,4.7,55,57.72,4128,49693,19,275,180.4781546267253,6.0,7.1,No,31,40,734112.17
5280,Restaurant 5280,Rural,Indian,4.8,44,31.85,1328,18017,10,263,235.57378802136745,5.4,4.1,Yes,36,23,326954.6
5281,Restaurant 5281,Suburban,Mexican,3.8,51,32.41,1521,15886,18,408,100.26154941579468,6.4,6.1,No,4,35,391393.08
5282,Restaurant 5282,Suburban,Japanese,4.7,70,69.63,955,13282,9,550,187.19890773353845,6.9,3.2,No,56,1,1088643.41
5283,Restaurant 5283,Rural,French,3.3,32,60.92,1579,16295,9,520,132.51520096090405,7.4,1.6,No,30,24,447940.29
5284,Restaurant 5284,Suburban,Indian,3.0,54,30.52,1723,23247,12,829,293.6901933821822,3.5,6.1,Yes,30,28,384904.53
5285,Restaurant 5285,Suburban,French,4.6,60,64.47,1922,19366,14,68,168.54903495317643,5.4,3.0,Yes,39,12,872611.07
5286,Restaurant 5286,Rural,Italian,3.1,50,46.88,1169,18148,2,400,238.8942464011728,4.3,7.8,No,27,24,527237.78
5287,Restaurant 5287,Suburban,American,5.0,61,38.96,2136,23429,10,364,200.80798408991456,1.3,5.1,Yes,12,6,539471.37
5288,Restaurant 5288,Suburban,Italian,4.3,52,45.79,4055,46060,18,934,73.57468718073693,6.5,3.3,No,28,46,557998.48
5289,Restaurant 5289,Suburban,Indian,4.5,58,31.5,2195,28303,6,830,185.7319388519072,8.9,6.5,No,39,39,422637.65
5290,Restaurant 5290,Rural,American,3.5,32,42.32,749,12720,2,836,185.0539668670023,9.3,2.0,No,20,3,308633.42
5291,Restaurant 5291,Downtown,Italian,4.3,71,52.62,6918,71415,17,725,228.92733729414363,5.7,7.9,No,27,58,861858.83
5292,Restaurant 5292,Rural,American,3.1,35,42.45,2562,23736,18,263,130.4770041518894,7.9,5.1,Yes,12,10,356368.95
5293,Restaurant 5293,Downtown,Mexican,4.7,75,31.07,6147,63979,18,541,265.16302856656614,7.4,8.3,Yes,35,28,551633.61
5294,Restaurant 5294,Suburban,French,3.3,66,65.48,2651,33329,14,271,205.6508751740305,3.1,2.2,No,50,16,973604.55
5295,Restaurant 5295,Downtown,American,4.4,77,40.58,8343,86281,11,949,59.835328513449625,1.6,4.4,No,40,12,719137.25
5296,Restaurant 5296,Rural,Mexican,3.4,30,29.94,2400,30937,19,318,226.70894711613653,7.7,2.6,Yes,20,8,227476.97
5297,Restaurant 5297,Rural,Japanese,3.1,37,67.72,2675,30442,16,133,276.74172751045853,3.5,1.6,Yes,13,29,575930.0
5298,Restaurant 5298,Suburban,Italian,4.0,64,46.09,3914,40494,8,792,220.7867738263664,5.9,9.6,Yes,14,41,673762.09
5299,Restaurant 5299,Downtown,Japanese,3.3,87,71.03,3012,37155,18,951,144.99932609865562,5.7,7.5,No,48,8,1390190.02
5300,Restaurant 5300,Suburban,Indian,4.5,62,33.46,2154,24490,3,93,197.66220765154665,8.4,3.9,Yes,59,20,470754.72
5301,Restaurant 5301,Suburban,Mexican,3.5,57,30.76,2355,25755,4,637,92.84956775486798,6.8,3.2,No,30,13,400394.01
5302,Restaurant 5302,Rural,Japanese,3.7,49,67.27,3028,36687,5,926,200.31386838977,8.6,2.8,Yes,19,26,743829.87
5303,Restaurant 5303,Downtown,Japanese,4.1,87,74.22,3891,45053,4,898,175.24818613373137,7.8,1.4,No,2,54,1436755.13
5304,Restaurant 5304,Downtown,Mexican,3.6,82,36.0,1958,20928,7,953,56.53942211442882,10.0,1.9,Yes,38,34,667919.4
5305,Restaurant 5305,Downtown,French,3.8,83,58.55,4808,56428,6,210,130.47247155388592,8.8,1.9,No,37,39,1090516.55
5306,Restaurant 5306,Downtown,American,4.6,84,44.27,5149,56349,17,797,97.81181227540694,2.9,7.0,No,39,11,850689.37
5307,Restaurant 5307,Suburban,Indian,3.4,55,39.6,1267,12876,14,426,147.66298169057077,9.7,6.4,Yes,29,7,503853.9
5308,Restaurant 5308,Suburban,Indian,3.2,50,40.96,2984,37598,5,357,110.45810733373716,4.1,6.1,No,7,28,467115.5
5309,Restaurant 5309,Rural,Italian,3.7,36,48.77,3360,38712,15,920,258.56217446763105,6.5,7.6,No,23,4,416685.07
5310,Restaurant 5310,Suburban,American,3.8,50,43.32,3621,43387,10,166,224.42087225034567,9.5,3.3,Yes,20,37,501156.09
5311,Restaurant 5311,Suburban,Italian,4.1,64,47.52,3402,37325,2,651,235.0286854094693,2.9,4.1,No,63,18,683660.69
5312,Restaurant 5312,Rural,Indian,3.7,35,36.87,3611,43768,12,388,140.21682754084003,8.7,2.1,No,27,34,310638.52
5313,Restaurant 5313,Rural,American,4.6,34,42.75,4467,52496,11,830,50.86159129035221,9.6,6.3,No,22,24,350218.3
5314,Restaurant 5314,Rural,Japanese,3.1,41,73.15,968,15883,7,937,104.78842305009954,8.7,9.4,Yes,7,17,678739.6
5315,Restaurant 5315,Suburban,French,3.9,52,57.28,1379,16605,7,815,238.8245511079962,8.4,8.8,No,8,22,674151.79
5316,Restaurant 5316,Suburban,Japanese,3.8,69,74.34,2930,33441,19,699,200.7092018251992,3.4,6.0,No,36,29,1159348.89
5317,Restaurant 5317,Rural,French,4.3,43,59.63,3076,39897,7,979,184.6445414157576,4.7,6.8,No,13,0,583627.75
5318,Restaurant 5318,Rural,Mexican,4.9,35,27.38,1263,20470,14,656,120.12998386868868,7.8,9.9,No,19,25,238152.42
5319,Restaurant 5319,Rural,Italian,4.0,33,50.97,1793,22795,12,716,68.93558173009713,2.1,5.7,No,30,19,392018.97
5320,Restaurant 5320,Suburban,Italian,5.0,64,54.5,3147,32267,10,756,246.21661755833543,9.0,8.8,Yes,11,40,793397.35
5321,Restaurant 5321,Suburban,Mexican,3.6,66,35.64,2301,28876,5,989,59.66389199867021,2.9,5.5,Yes,7,40,532888.94
5322,Restaurant 5322,Downtown,American,3.1,74,43.23,5922,64094,7,374,64.78411721564821,6.1,1.4,No,27,54,727672.71
5323,Restaurant 5323,Suburban,Mexican,3.3,55,25.06,2789,29846,6,54,123.73380890776046,1.9,9.4,Yes,39,53,321587.02
5324,Restaurant 5324,Suburban,Indian,3.8,59,31.48,1059,15742,2,470,193.23341934940345,2.7,2.0,Yes,27,44,416653.76
5325,Restaurant 5325,Suburban,Mexican,3.6,58,25.84,990,18351,13,120,298.05662914736723,6.3,7.3,Yes,19,19,351644.15
5326,Restaurant 5326,Rural,French,3.2,33,56.11,2015,18387,16,153,72.66039384804017,6.7,3.1,No,22,2,432001.46
5327,Restaurant 5327,Suburban,Indian,3.9,58,34.21,2067,21548,8,105,168.292699817573,3.4,9.1,Yes,26,16,454610.14
5328,Restaurant 5328,Rural,Mexican,3.7,37,28.72,1318,20958,13,356,200.4383257650474,2.1,2.8,No,5,26,252795.38
5329,Restaurant 5329,Downtown,Italian,3.2,72,46.25,2649,30931,14,873,255.7763101124133,5.9,2.3,Yes,61,19,758336.05
5330,Restaurant 5330,Downtown,Japanese,3.6,89,74.7,2861,30664,5,545,222.4034787787644,8.6,4.9,No,57,22,1480543.7
5331,Restaurant 5331,Rural,French,4.8,30,61.77,3320,37674,3,219,251.9353949029415,2.8,5.5,No,4,7,420960.07
5332,Restaurant 5332,Rural,French,3.6,49,63.76,1012,12080,14,190,180.61725177958516,7.2,8.4,No,31,38,712910.0
5333,Restaurant 5333,Rural,American,4.4,34,39.09,2700,30636,13,83,158.4927008759916,4.5,7.9,No,18,0,316715.56
5334,Restaurant 5334,Suburban,Japanese,4.2,52,69.51,3090,34398,17,405,204.68207931883856,9.5,4.0,No,24,6,824580.08
5335,Restaurant 5335,Downtown,French,3.9,73,58.49,5871,61085,9,467,275.2177023703323,1.7,4.5,No,8,3,960617.77
5336,Restaurant 5336,Rural,Mexican,3.5,48,29.82,2146,26520,7,102,187.71179054027223,1.4,6.2,No,0,27,329821.98
5337,Restaurant 5337,Suburban,French,3.7,64,61.71,1894,21017,18,52,201.3982797979327,2.1,6.0,Yes,5,18,892392.54
5338,Restaurant 5338,Downtown,French,4.2,88,60.42,4712,51361,11,379,134.49403830312855,8.0,8.8,Yes,81,5,1199404.41
5339,Restaurant 5339,Suburban,French,3.7,65,64.22,2368,24564,16,811,199.03036138746472,9.3,5.3,No,36,25,947791.32
5340,Restaurant 5340,Downtown,American,3.4,77,44.9,4349,46890,18,668,206.94103070411265,8.4,9.0,No,74,39,799126.4
5341,Restaurant 5341,Suburban,French,3.2,63,60.17,1855,24047,7,660,238.35637150956177,7.5,2.8,Yes,17,36,850809.35
5342,Restaurant 5342,Downtown,French,4.8,74,57.64,2316,24099,4,854,193.04417375324465,1.5,8.8,No,44,18,953224.47
5343,Restaurant 5343,Downtown,American,3.9,70,45.4,6509,68223,19,741,99.38757366628104,2.9,3.7,Yes,21,20,734800.05
5344,Restaurant 5344,Suburban,Indian,4.3,68,38.09,2609,27852,11,695,195.4815210639492,9.4,8.1,No,42,4,595434.52
5345,Restaurant 5345,Rural,Japanese,4.0,34,72.04,2549,27722,13,198,124.46785226908814,6.6,6.1,No,8,16,563094.4
5346,Restaurant 5346,Downtown,Indian,4.7,72,38.2,7436,82499,6,555,71.83112376043492,5.2,8.9,No,54,37,635252.75
5347,Restaurant 5347,Rural,Italian,4.1,46,45.84,2518,32326,13,350,256.3582828649653,6.9,3.1,Yes,32,40,489185.94
5348,Restaurant 5348,Suburban,American,4.0,56,35.74,2447,23995,2,182,66.51802820628046,2.6,7.3,No,5,51,452501.05
5349,Restaurant 5349,Rural,American,4.8,46,36.68,3055,34670,14,308,207.92580875653348,9.0,8.6,No,28,39,401703.88
5350,Restaurant 5350,Rural,French,4.4,42,56.62,3505,43786,13,325,297.1236532498692,6.9,8.0,Yes,30,6,551375.88
5351,Restaurant 5351,Rural,French,3.2,43,59.63,2002,23050,5,765,71.90479286825246,5.2,6.1,Yes,33,26,581389.38
5352,Restaurant 5352,Rural,Italian,3.4,41,46.73,1617,22676,3,110,105.03296098822838,5.1,7.1,Yes,17,30,434664.28
5353,Restaurant 5353,Rural,French,4.6,40,64.4,1926,19322,4,980,240.2010531586118,8.4,2.8,No,18,33,582843.5
5354,Restaurant 5354,Downtown,Mexican,4.7,70,31.36,6884,71503,14,721,74.2235329208434,3.8,2.9,No,55,61,517079.71
5355,Restaurant 5355,Downtown,French,4.1,72,59.05,5483,60313,18,196,258.1812563726754,2.2,3.4,Yes,54,25,968197.5
5356,Restaurant 5356,Downtown,French,4.1,81,55.77,7491,79926,11,704,50.06753058918196,2.7,8.5,No,79,69,1030798.79
5357,Restaurant 5357,Suburban,Mexican,4.3,58,31.5,3741,40110,19,891,272.48683513796936,1.7,2.5,Yes,19,30,432155.5
5358,Restaurant 5358,Rural,Italian,3.9,31,46.28,1334,21617,2,874,66.70578807943623,5.6,3.7,No,13,11,326785.49
5359,Restaurant 5359,Downtown,Mexican,4.4,83,33.18,4796,47662,2,715,280.4949621479884,7.1,9.3,No,50,14,626443.48
5360,Restaurant 5360,Suburban,American,3.2,54,43.83,2794,32023,3,887,266.13780826267794,9.4,7.8,No,48,0,539603.57
5361,Restaurant 5361,Downtown,Mexican,4.9,72,30.98,5376,54436,16,545,184.89077971927415,7.8,7.6,Yes,41,61,527228.4
5362,Restaurant 5362,Downtown,Japanese,4.5,81,66.65,6203,62153,1,672,244.48715709939577,6.2,5.1,Yes,67,58,1211041.75
5363,Restaurant 5363,Rural,American,4.3,41,43.66,3869,39449,10,651,68.71921197121327,8.8,7.3,Yes,15,25,420897.49
5364,Restaurant 5364,Suburban,French,3.6,70,58.39,3043,32416,6,947,83.78696298566805,9.0,6.1,Yes,23,36,920193.01
5365,Restaurant 5365,Rural,American,3.3,36,37.45,1723,22560,17,610,142.32183588816793,7.4,1.6,Yes,32,5,323073.95
5366,Restaurant 5366,Rural,Italian,3.8,30,50.18,1315,16725,19,993,184.3646470212331,1.5,6.2,Yes,1,23,358531.67
5367,Restaurant 5367,Downtown,Italian,4.3,72,55.15,6841,76381,12,465,267.0535649433455,3.6,5.1,Yes,41,46,905763.8
5368,Restaurant 5368,Rural,Mexican,4.3,40,28.27,2859,28951,16,180,185.6701118778602,4.0,2.0,Yes,17,35,274211.29
5369,Restaurant 5369,Suburban,American,3.8,62,44.96,3295,32037,2,772,216.30129562263835,10.0,4.1,Yes,24,43,630617.55
5370,Restaurant 5370,Rural,French,4.2,39,55.59,2601,32444,15,277,219.9711050567439,5.2,9.1,Yes,31,18,505745.8
5371,Restaurant 5371,Rural,Italian,4.6,48,45.92,1480,18039,19,965,269.3920318965125,7.9,8.2,No,32,17,517063.07
5372,Restaurant 5372,Rural,Indian,3.1,33,37.68,2071,26765,1,814,244.18868596839684,8.3,9.2,Yes,27,15,289718.67
5373,Restaurant 5373,Downtown,French,3.9,74,57.1,7167,76905,6,143,294.25757462015173,6.9,7.5,Yes,35,16,956356.45
5374,Restaurant 5374,Suburban,Indian,4.5,60,33.48,2220,22843,18,726,55.00315954703537,1.2,6.7,No,44,10,469609.27
5375,Restaurant 5375,Downtown,Japanese,4.1,78,66.5,2918,34824,19,670,101.957169139189,1.2,2.3,No,15,3,1165358.2
5376,Restaurant 5376,Downtown,Indian,4.3,82,33.65,3886,47775,3,965,282.6114338579601,8.4,2.0,No,37,79,626537.85
5377,Restaurant 5377,Downtown,Italian,4.0,86,48.09,5806,65909,5,621,248.05505517572016,7.7,3.2,Yes,1,8,929856.32
5378,Restaurant 5378,Downtown,Mexican,5.0,84,33.1,2229,25375,3,147,116.84068650873732,5.8,3.8,Yes,1,73,624063.25
5379,Restaurant 5379,Downtown,Japanese,3.1,82,72.72,5568,61493,7,236,293.5616637801169,3.2,6.5,Yes,53,38,1336271.93
5380,Restaurant 5380,Suburban,American,4.0,70,45.5,1942,28351,7,797,267.47025680867904,1.8,8.9,No,12,66,719338.55
5381,Restaurant 5381,Rural,French,3.2,40,62.97,868,11868,1,642,66.16430660731416,2.5,9.0,Yes,9,19,563309.76
5382,Restaurant 5382,Downtown,Italian,3.3,70,52.64,1676,17261,13,603,252.82746123788607,6.2,7.1,No,67,46,837152.57
5383,Restaurant 5383,Downtown,Japanese,3.8,77,72.64,3704,41129,13,712,246.121903337668,5.9,6.2,No,28,27,1257009.97
5384,Restaurant 5384,Suburban,Japanese,3.3,54,74.71,1277,19940,15,474,105.28826286930288,9.5,3.2,No,51,0,912541.17
5385,Restaurant 5385,Suburban,Italian,4.9,65,48.26,4010,43457,19,634,217.31162777202616,9.6,9.4,Yes,13,35,727253.43
5386,Restaurant 5386,Rural,American,4.9,33,38.3,4827,50914,7,588,292.5564797578317,6.2,7.0,No,30,24,303424.5
5387,Restaurant 5387,Suburban,American,3.7,68,43.15,1949,20543,17,642,218.9671991121967,8.6,5.8,Yes,43,49,675994.25
5388,Restaurant 5388,Rural,Mexican,4.3,47,27.52,3996,40908,10,794,253.44129737491252,8.3,1.9,Yes,27,20,309284.2
5389,Restaurant 5389,Downtown,Indian,4.1,71,40.03,7345,74229,19,223,74.84662994023145,7.8,8.4,No,26,38,667263.34
5390,Restaurant 5390,Downtown,American,4.6,82,40.88,4317,47772,18,834,231.86469733761572,4.9,4.1,No,62,49,771692.82
5391,Restaurant 5391,Rural,Mexican,4.3,45,28.3,1312,17750,8,674,101.18867842696446,4.5,9.1,No,0,22,298522.6
5392,Restaurant 5392,Suburban,Indian,3.0,57,38.54,2441,26376,8,947,67.9635431133989,3.4,2.5,Yes,52,52,502927.28
5393,Restaurant 5393,Rural,Japanese,4.5,48,68.44,1915,21391,9,811,188.0193561147578,9.4,1.4,No,38,5,742348.25
5394,Restaurant 5394,Suburban,Italian,4.5,52,55.6,1460,14953,13,812,237.65277814934512,8.5,4.9,No,2,18,658546.45
5395,Restaurant 5395,Downtown,American,4.0,88,45.81,3918,44515,13,576,186.68621636125928,2.6,1.7,Yes,11,9,908171.27
5396,Restaurant 5396,Suburban,Mexican,4.8,66,32.33,4231,50894,2,935,282.8992184941117,3.3,1.6,No,61,15,484966.1
5397,Restaurant 5397,Rural,Japanese,4.8,38,66.25,1366,16866,7,534,223.91658639151728,6.2,7.4,No,25,12,571544.05
5398,Restaurant 5398,Rural,American,4.0,50,37.9,2936,31312,7,218,79.39370599887391,4.7,3.3,No,27,21,434229.8
5399,Restaurant 5399,Downtown,French,4.2,90,60.67,3274,37003,1,634,283.6295485021868,2.9,6.7,Yes,18,65,1214670.46
5400,Restaurant 5400,Suburban,Japanese,5.0,66,74.37,2878,37991,14,831,88.22199561369291,8.1,6.1,Yes,51,41,1110764.57
5401,Restaurant 5401,Suburban,American,3.6,50,37.03,722,15596,6,825,239.5638608993484,1.0,2.3,Yes,33,25,418789.04
5402,Restaurant 5402,Suburban,Japanese,3.6,53,66.15,1057,14081,13,893,87.13591982577248,4.1,4.5,Yes,21,4,790832.35
5403,Restaurant 5403,Downtown,Italian,3.4,84,45.82,4596,46231,1,952,299.6450689498645,9.4,1.6,Yes,36,36,863813.31
5404,Restaurant 5404,Suburban,Italian,4.8,61,50.58,4440,53482,3,628,133.04687703164493,7.8,4.8,No,30,21,698167.9
5405,Restaurant 5405,Rural,Italian,4.5,46,54.73,3541,35536,15,971,173.9823305153517,4.6,2.6,No,38,17,581990.47
5406,Restaurant 5406,Suburban,Indian,3.2,61,30.47,984,12247,18,820,166.70937674618813,9.4,1.9,Yes,28,28,436133.4
5407,Restaurant 5407,Downtown,French,5.0,85,57.34,7993,84696,10,479,75.47430121891672,9.1,3.9,No,27,18,1103646.7
5408,Restaurant 5408,Suburban,Italian,4.5,62,52.63,3838,46097,15,181,173.5037499986471,1.5,1.0,No,49,3,742020.75
5409,Restaurant 5409,Suburban,French,4.7,60,64.08,3203,34778,8,173,87.37649857514275,2.2,7.8,Yes,36,7,864656.04
5410,Restaurant 5410,Rural,Italian,3.1,44,53.88,2212,29033,5,785,250.4952044555501,4.5,2.4,No,2,26,535485.97
5411,Restaurant 5411,Suburban,Indian,4.0,65,38.64,1677,24678,9,223,289.57835835238586,9.4,6.6,Yes,36,54,574713.4
5412,Restaurant 5412,Rural,Japanese,4.4,35,66.43,2627,28330,1,831,252.0146103413677,8.6,8.5,No,12,28,528412.15
5413,Restaurant 5413,Rural,American,4.1,40,39.37,3402,40787,19,436,157.7659988514668,1.4,9.3,Yes,21,32,379332.16
5414,Restaurant 5414,Downtown,American,4.3,84,45.83,8451,85551,8,190,50.5928492385977,5.6,6.0,Yes,48,6,876697.55
5415,Restaurant 5415,Rural,Italian,4.6,34,55.88,4513,47802,5,697,59.16086516484913,7.5,8.1,No,22,3,440833.08
5416,Restaurant 5416,Rural,American,3.7,32,41.63,2305,29653,18,489,173.75878623454474,3.5,5.1,Yes,1,25,321043.57
5417,Restaurant 5417,Downtown,Italian,4.7,71,52.8,7507,81495,9,791,219.87182533507723,7.5,5.4,No,20,58,857472.85
5418,Restaurant 5418,Rural,Italian,3.3,30,55.46,2470,26733,1,947,254.87851628935647,4.3,5.9,Yes,13,12,378794.35
5419,Restaurant 5419,Downtown,Mexican,3.5,84,29.95,2350,26464,19,663,199.8828777201128,3.5,7.0,Yes,71,74,585727.15
5420,Restaurant 5420,Suburban,Mexican,3.1,51,26.51,1942,19365,14,421,294.578281560876,4.5,7.0,Yes,8,38,321782.9
5421,Restaurant 5421,Downtown,Mexican,3.7,89,32.36,5635,63255,14,863,173.44450807320771,9.6,8.1,Yes,24,33,668764.53
5422,Restaurant 5422,Rural,French,3.8,35,65.56,819,14625,4,336,200.0071999893204,9.1,6.6,Yes,11,24,519293.75
5423,Restaurant 5423,Downtown,Mexican,4.6,81,32.67,3288,35238,7,140,107.52558079259128,9.2,8.9,No,17,35,604255.87
5424,Restaurant 5424,Rural,Italian,4.3,50,53.84,3764,37470,11,258,134.91512039899447,9.3,7.4,No,36,40,621025.34
5425,Restaurant 5425,Suburban,Indian,3.9,65,34.65,2392,30397,2,596,220.7829347594748,2.6,9.4,No,26,64,510661.1
5426,Restaurant 5426,Downtown,Indian,4.3,83,31.06,3100,37617,18,623,200.4103334156355,9.1,7.8,Yes,18,5,599518.85
5427,Restaurant 5427,Suburban,Japanese,3.1,53,66.86,716,13201,10,991,142.41221999678277,2.9,7.6,Yes,37,12,798286.21
5428,Restaurant 5428,Rural,Mexican,3.4,37,35.81,2848,29758,1,201,77.99548830738948,8.5,8.7,No,4,16,306646.53
5429,Restaurant 5429,Rural,Indian,4.3,41,35.43,1616,18864,14,626,135.6538037108681,5.9,6.9,No,30,15,344739.52
5430,Restaurant 5430,Suburban,Mexican,4.3,63,25.13,3428,42209,10,270,61.03889747898052,3.2,2.6,Yes,46,37,369496.85
5431,Restaurant 5431,Downtown,Japanese,4.5,89,75.51,6812,68002,18,907,195.19180649440935,4.6,1.7,Yes,10,85,1515520.96
5432,Restaurant 5432,Downtown,Indian,3.8,82,35.48,1541,19220,7,349,130.75386906619408,4.9,3.8,No,73,42,656550.54
5433,Restaurant 5433,Rural,Italian,4.4,34,54.2,2561,34491,19,404,144.9621271329549,7.6,8.3,No,11,6,437818.65
5434,Restaurant 5434,Suburban,French,4.4,61,61.03,1416,18628,4,612,193.77205526519097,6.5,1.2,No,6,1,827856.38
5435,Restaurant 5435,Suburban,Mexican,4.9,59,26.12,1934,26334,14,669,195.3219495291704,8.4,2.4,Yes,38,0,363444.78
5436,Restaurant 5436,Downtown,Indian,3.4,90,36.77,2279,28354,9,905,197.08582785206164,4.6,2.0,Yes,47,18,746072.95
5437,Restaurant 5437,Downtown,Indian,4.1,88,40.97,4702,55197,4,735,172.8978023257439,7.7,1.3,No,27,15,811077.43
5438,Restaurant 5438,Downtown,Japanese,4.2,82,65.38,8006,82274,6,850,172.03060835724216,8.1,8.3,Yes,15,33,1209254.98
5439,Restaurant 5439,Suburban,Italian,5.0,58,54.26,1418,18162,2,241,255.30486106655755,1.6,3.5,No,20,28,699882.1
5440,Restaurant 5440,Downtown,American,3.4,80,37.59,4160,44174,1,459,166.88861328518345,4.4,7.6,No,27,71,678627.32
5441,Restaurant 5441,Downtown,Indian,4.0,74,34.33,1808,25580,17,406,184.00754012878323,9.0,2.3,No,43,10,585624.47
5442,Restaurant 5442,Rural,French,3.7,42,59.1,2299,30608,4,728,297.05746912561654,7.3,4.7,No,17,9,561573.3
5443,Restaurant 5443,Downtown,Japanese,4.1,79,74.89,4087,43074,5,293,95.26251292326432,4.8,2.0,No,25,67,1319831.97
5444,Restaurant 5444,Downtown,Indian,3.5,87,35.55,5272,54157,18,816,231.60524569537463,2.6,1.0,No,48,50,712865.9
5445,Restaurant 5445,Suburban,Indian,3.1,64,34.92,1990,27905,13,107,168.29679418560306,1.9,6.5,No,43,33,513886.89
5446,Restaurant 5446,Suburban,Japanese,4.1,69,74.0,3432,34132,11,932,257.63541996808584,3.1,5.3,No,31,48,1147978.6
5447,Restaurant 5447,Rural,Japanese,3.7,41,65.54,2517,24820,1,75,151.0081406538268,3.2,4.7,Yes,38,22,602532.56
5448,Restaurant 5448,Downtown,Mexican,3.4,73,25.95,4278,42615,12,535,125.74735675510382,4.3,1.7,No,41,1,440570.3
5449,Restaurant 5449,Rural,Indian,3.6,34,30.24,1489,18055,13,166,101.9465486613729,2.6,6.3,Yes,9,32,247325.13
5450,Restaurant 5450,Suburban,American,3.1,57,42.57,2277,22408,4,291,268.05928878406087,2.3,8.0,Yes,0,31,546988.88
5451,Restaurant 5451,Rural,French,4.9,34,60.78,1866,26497,12,279,229.58211579142971,8.6,1.6,Yes,27,19,477145.61
5452,Restaurant 5452,Suburban,Italian,4.2,50,54.64,2710,28468,6,892,69.22511294563897,3.2,4.7,No,48,12,618808.8
5453,Restaurant 5453,Rural,Italian,4.6,47,50.48,4465,46450,13,814,228.37255905905897,6.1,3.8,No,0,2,548289.6
5454,Restaurant 5454,Rural,American,3.8,48,37.44,3469,35160,14,142,58.75390778715629,2.8,9.0,No,35,28,423073.5
5455,Restaurant 5455,Downtown,Japanese,4.8,88,73.86,6163,64794,12,270,95.40660394021978,5.4,3.4,Yes,22,17,1455734.66
5456,Restaurant 5456,Rural,Japanese,4.0,39,68.24,2734,28455,2,756,198.1994265616881,3.5,9.5,Yes,13,5,599601.91
5457,Restaurant 5457,Downtown,Japanese,4.1,78,75.29,2105,28566,12,762,165.87758305836027,1.8,8.5,Yes,71,13,1315687.94
5458,Restaurant 5458,Downtown,Indian,4.0,70,32.75,6398,63826,6,276,260.1208953587768,9.8,1.9,Yes,35,67,530588.3
5459,Restaurant 5459,Downtown,Japanese,4.5,89,66.84,8563,91831,4,618,201.97259456365992,5.1,5.3,No,59,75,1339607.05
5460,Restaurant 5460,Downtown,Japanese,4.1,72,70.43,2278,27315,1,631,291.243640582935,4.5,6.8,No,63,60,1131897.88
5461,Restaurant 5461,Rural,Indian,3.5,42,30.56,1348,16049,8,809,263.79588683444194,2.8,6.3,Yes,6,37,299397.41
5462,Restaurant 5462,Suburban,Indian,3.3,55,30.4,2087,22126,8,634,135.05382436499698,5.5,7.1,No,53,51,389134.4
5463,Restaurant 5463,Suburban,American,4.2,55,40.46,2859,32177,12,816,258.5377365710398,6.7,4.8,Yes,9,27,514076.61
5464,Restaurant 5464,Suburban,Mexican,4.0,67,27.37,3390,40547,4,825,267.4838230319534,3.7,9.1,Yes,16,40,422295.08
5465,Restaurant 5465,Rural,Indian,3.2,34,30.1,2832,33431,16,652,292.43124764110394,5.3,3.4,Yes,20,5,252450.65
5466,Restaurant 5466,Downtown,French,3.8,86,58.26,6276,71335,14,175,53.14073184369346,3.1,1.8,No,75,3,1131593.87
5467,Restaurant 5467,Suburban,Japanese,4.0,52,70.25,3583,41578,14,339,268.6860762432549,5.7,9.8,No,51,7,833962.9
5468,Restaurant 5468,Rural,Mexican,4.7,34,29.34,2458,25250,2,548,67.47382891655941,8.1,6.9,No,26,30,235654.18
5469,Restaurant 5469,Downtown,Italian,3.2,72,46.49,2463,30515,17,521,182.02896864774723,1.5,6.9,No,0,3,760656.04
5470,Restaurant 5470,Suburban,American,3.7,62,41.38,2845,28366,8,801,153.6658849381153,5.7,8.4,No,12,27,585809.26
